timestamp,log_level,group_id,thread_id,module,message
"2025-01-08 02:49:14,556",ERROR,30,0,runtime,Request Not Supported
"2025-01-08 02:49:14,560",INFO,30,0,runtime,Request END -- [1]
"2025-01-08 02:49:16,530",INFO,32,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:49:16,530",ERROR,32,0,runtime,Request Not Supported
"2025-01-08 02:49:16,535",INFO,32,0,runtime,Request END -- [0]
"2025-01-08 02:49:22,555",INFO,29,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:49:22,555",ERROR,29,0,runtime,Request Not Supported
"2025-01-08 02:49:22,559",INFO,29,0,runtime,Request END -- [0]
"2025-01-08 02:49:24,532",INFO,28,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:49:24,532",ERROR,28,0,runtime,Request Not Supported
"2025-01-08 02:49:24,537",INFO,28,0,runtime,Request END -- [0]
"2025-01-08 02:49:31,563",INFO,25,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:49:31,563",ERROR,25,0,runtime,Request Not Supported
"2025-01-08 02:49:31,568",INFO,25,0,runtime,Request END -- [0]
"2025-01-08 02:49:35,535",INFO,31,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:49:35,535",ERROR,31,0,runtime,Request Not Supported
"2025-01-08 02:49:35,539",INFO,31,0,runtime,Request END -- [1]
"2025-01-08 02:49:39,556",INFO,33,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:49:39,556",ERROR,33,0,runtime,Request Not Supported
"2025-01-08 02:49:39,561",INFO,33,0,runtime,Request END -- [1]
"2025-01-08 02:49:40,539",INFO,24,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:49:40,540",ERROR,24,0,runtime,Request Not Supported
"2025-01-08 02:49:40,549",INFO,24,0,runtime,Request END -- [1]
"2025-01-08 02:50:49,543",INFO,30,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:50:49,544",ERROR,30,0,runtime,Request Not Supported
"2025-01-08 02:50:49,548",INFO,30,0,runtime,Request END -- [1]
"2025-01-08 02:51:32,010",INFO,32,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:51:32,011",ERROR,32,0,runtime,Request Not Supported
"2025-01-08 02:51:32,015",INFO,32,0,runtime,Request END -- [1]
"2025-01-08 02:51:35,543",INFO,29,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:51:35,543",ERROR,29,0,runtime,Request Not Supported
"2025-01-08 02:51:35,548",INFO,29,0,runtime,Request END -- [1]
"2025-01-08 02:51:39,586",INFO,28,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:51:39,587",ERROR,28,0,runtime,Request Not Supported
"2025-01-08 02:51:39,591",INFO,28,0,runtime,Request END -- [1]
"2025-01-08 02:51:48,535",INFO,25,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:51:48,535",ERROR,25,0,runtime,Request Not Supported
"2025-01-08 02:51:48,540",INFO,25,0,runtime,Request END -- [0]
"2025-01-08 02:52:39,566",INFO,33,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:52:39,566",INFO,33,2150,api/v1/alert/list,Request START -- [49.43.88.107][lcl/api/v1/alert/list][en_US][2150]
"2025-01-08 02:52:39,567",DEBUG,33,2150,api/v1/alert/list,Checking user authz
"2025-01-08 02:52:39,568",ERROR,33,2150,api/v1/alert/list,Session is invalid!
"2025-01-08 02:52:39,572",INFO,33,2150,api/v1/alert/list,Request END -- [2]
"2025-01-08 02:53:14,425",INFO,24,0,runtime,Request received for endpoint: [lcl/api/v1/user/authn]
"2025-01-08 02:53:14,425",INFO,24,2151,api/v1/user/authn,Request START -- [49.43.88.107][lcl/api/v1/user/authn][en_US][2151]
"2025-01-08 02:53:14,425",DEBUG,24,2151,api/v1/user/authn,Checking user authz
"2025-01-08 02:53:14,425",DEBUG,24,2151,api/v1/user/authn,"reading input - payload, query params and path vars"
"2025-01-08 02:53:14,425",DEBUG,24,2151,api/v1/user/authn,performing input validation
"2025-01-08 02:53:14,438",DEBUG,24,2151,api/v1/user/authn,generating output
"2025-01-08 02:53:14,442",INFO,24,2151,api/v1/user/authn,Request END -- [13]
"2025-01-08 02:53:15,288",INFO,27,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 02:53:15,288",INFO,27,2152,api/v1/alert/list,Request START -- [49.43.88.107][lcl/api/v1/alert/list][en_US][2152]
"2025-01-08 02:53:15,289",DEBUG,27,2152,api/v1/alert/list,Checking user authz
"2025-01-08 02:53:15,295",DEBUG,27,2152,api/v1/alert/list,"reading input - payload, query params and path vars"
"2025-01-08 02:53:15,295",DEBUG,27,2152,api/v1/alert/list,performing input validation
"2025-01-08 02:53:15,301",DEBUG,27,2152,api/v1/alert/list,generating output
"2025-01-08 02:53:15,308",INFO,27,2152,api/v1/alert/list,Request END -- [13]
"2025-01-08 03:00:19,326",INFO,32,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 03:00:19,326",INFO,32,2153,api/v1/alert/list,Request START -- [49.43.88.107][lcl/api/v1/alert/list][en_US][2153]
"2025-01-08 03:00:19,326",DEBUG,32,2153,api/v1/alert/list,Checking user authz
"2025-01-08 03:00:19,332",DEBUG,32,2153,api/v1/alert/list,"reading input - payload, query params and path vars"
"2025-01-08 03:00:19,332",DEBUG,32,2153,api/v1/alert/list,performing input validation
"2025-01-08 03:00:19,337",DEBUG,32,2153,api/v1/alert/list,generating output
"2025-01-08 03:00:19,343",INFO,32,2153,api/v1/alert/list,Request END -- [12]
"2025-01-08 03:00:20,438",INFO,29,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 03:00:20,438",INFO,29,2154,api/v1/alert/list,Request START -- [49.43.88.107][lcl/api/v1/alert/list][en_US][2154]
"2025-01-08 03:00:20,438",DEBUG,29,2154,api/v1/alert/list,Checking user authz
"2025-01-08 03:00:20,443",DEBUG,29,2154,api/v1/alert/list,"reading input - payload, query params and path vars"
"2025-01-08 03:00:20,444",DEBUG,29,2154,api/v1/alert/list,performing input validation
"2025-01-08 03:00:20,448",DEBUG,29,2154,api/v1/alert/list,generating output
"2025-01-08 03:00:20,454",INFO,29,2154,api/v1/alert/list,Request END -- [10]
"2025-01-08 03:00:24,558",INFO,28,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 03:00:24,558",INFO,28,2155,api/v1/alert/list,Request START -- [49.43.88.107][lcl/api/v1/alert/list][en_US][2155]
"2025-01-08 03:00:24,558",DEBUG,28,2155,api/v1/alert/list,Checking user authz
"2025-01-08 03:00:24,565",DEBUG,28,2155,api/v1/alert/list,"reading input - payload, query params and path vars"
"2025-01-08 03:00:24,565",DEBUG,28,2155,api/v1/alert/list,performing input validation
"2025-01-08 03:00:24,570",DEBUG,28,2155,api/v1/alert/list,generating output
"2025-01-08 03:00:24,577",INFO,28,2155,api/v1/alert/list,Request END -- [12]
"2025-01-08 03:00:28,525",INFO,25,0,runtime,Request received for endpoint: [lcl/api/v1/alert/list]
"2025-01-08 03:00:28,525",INFO,25,2156,api/v1/alert/list,Request START -- [49.43.88.107][lcl/api/v1/alert/list][en_US][2156]
"2025-01-08 03:00:28,525",DEBUG,25,2156,api/v1/alert/list,Checking user authz
"2025-01-08 03:00:28,532",DEBUG,25,2156,api/v1/alert/list,"reading input - payload, query params and path vars"
